Node	ZeroAct	UpAct	DownAct	AvgAct	NodeType
ATF4	0	0	100	-100	T
ZEB2	0	0	100	-100	T
STAT1	0	0	100	-100	T
KLF5	0	0	100	-100	T
MTA1	0	0	100	-100	T
KMT2A	0	100	0	100	T
SSRP1	0	100	0	100	T
NR1H3	0	100	0	100	T
SP1	100	0	0	0	T
NFIC	0	100	0	100	T
AR	100	0	0	0	T
JUN	0	100	0	100	T
ZBED1	0	100	0	100	T
NR4A1	0	100	0	100	T
RFXANK	0	100	0	100	T
RFXAP	0	100	0	100	T
RFX5	0	100	0	100	T
E2F1	0	100	0	100	T
E2F5	0	100	0	100	T
RELA	0	100	0	100	T
NFKB1	0	100	0	100	T
MYC	0	100	0	100	T
E2F4	0	100	0	100	T
CALM1	100	0	0	0	I
CALM3	100	0	0	0	I
CAV1	100	0	0	0	I
MDFI	100	0	0	0	I
MARCKS	100	0	0	0	I
TRPC4	100	0	0	0	I
SRC	100	0	0	0	I
SLC9A3R1	100	0	0	0	I
FYN	100	0	0	0	I
PRKACA	100	0	0	0	I
NTRK1	100	0	0	0	I
EGFR	100	0	0	0	I
LCK	0	0	100	-100	I
TRPV6	100	0	0	0	I
NUMB	100	0	0	0	I
PTPN1	100	0	0	0	I
PHB2	100	0	0	0	I
CASP3	100	0	0	0	I
MAPK14	100	0	0	0	I
JAK2	100	0	0	0	I
MAPK3	100	0	0	0	I
MAPK1	0	100	0	100	I
NFAT5	100	0	0	0	I
AKT1	100	0	0	0	I
PIK3R1	100	0	0	0	I
CDK1	0	0	100	-100	I
CDKN1A	100	0	0	0	I
TP53	100	0	0	0	I
ATM	100	0	0	0	I
MDM2	100	0	0	0	I
ATR	0	100	0	100	I
IGF1	100	0	0	0	I
CCL2	100	0	0	0	I
MMP14	100	0	0	0	I
ABL1	100	0	0	0	I
PRKDC	100	0	0	0	I
USP28	100	0	0	0	I
PCNA	100	0	0	0	I
RBL2	100	0	0	0	I
MDC1	100	0	0	0	I
RNF8	100	0	0	0	I
DCLRE1C	100	0	0	0	I
XRCC4	100	0	0	0	I
TP53BP1	100	0	0	0	I
XRCC1	100	0	0	0	I
CDK2	0	100	0	100	I
FBXW7	100	0	0	0	I
PAK1	0	100	0	100	I
MAP2K4	100	0	0	0	I
MTOR	100	0	0	0	I
HRAS	100	0	0	0	I
DAPK1	100	0	0	0	I
BNIP3	100	0	0	0	I
CAPN1	100	0	0	0	I
CASP2	100	0	0	0	I
CASP6	100	0	0	0	I
TOPBP1	100	0	0	0	I
SGK1	100	0	0	0	I
NOTCH1	100	0	0	0	I
PDPK1	100	0	0	0	I
E2F2	100	0	0	0	I
KIT	100	0	0	0	I
PRKACG	100	0	0	0	I
ERBB2	100	0	0	0	I
AKT2	100	0	0	0	I
RAD18	100	0	0	0	I
PRKCG	100	0	0	0	I
PKNOX1	100	0	0	0	I
BIRC2	100	0	0	0	I
CDH1	100	0	0	0	I
RHOA	100	0	0	0	I
FOXO1	100	0	0	0	I
CFLAR	100	0	0	0	I
CASP7	100	0	0	0	I
CASP8	100	0	0	0	I
BCL2L1	100	0	0	0	I
BAX	100	0	0	0	I
SMAD2	100	0	0	0	I
MAPK8	100	0	0	0	I
FKBP8	100	0	0	0	I
PRKCZ	100	0	0	0	I
FAS	100	0	0	0	I
MAP2K1	100	0	0	0	I
HSP90AA1	100	0	0	0	I
RRAS	100	0	0	0	I
RAF1	100	0	0	0	I
CTNNB1	100	0	0	0	I
PPP1R14A	100	0	0	0	I
TLN1	100	0	0	0	I
SMAD4	100	0	0	0	I
SMAD3	100	0	0	0	I
STAT3	100	0	0	0	I
ELAVL1	100	0	0	0	I
CHEK2	100	0	0	0	I
E2F3	100	0	0	0	I
CHEK1	100	0	0	0	I
NFE2L2	100	0	0	0	I
EIF4EBP1	100	0	0	0	I
MAP3K14	100	0	0	0	I
CCNA2	100	0	0	0	I
HIPK2	100	0	0	0	I
ASF1A	100	0	0	0	I
MAP3K7	100	0	0	0	I
STK11	100	0	0	0	I
PARP1	100	0	0	0	I
NMI	100	0	0	0	I
IRF1	100	0	0	0	I
JAK1	100	0	0	0	I
INSR	100	0	0	0	I
ATF2	100	0	0	0	I
TRAF2	100	0	0	0	I
TP73	100	0	0	0	I
NOD2	100	0	0	0	I
EIF2AK2	100	0	0	0	I
IFNG	100	0	0	0	I
IRF3	100	0	0	0	I
MAP1B	100	0	0	0	I
KAT2B	100	0	0	0	I
TRAF6	100	0	0	0	I
RPS6KB1	100	0	0	0	I
CAMKK1	100	0	0	0	I
GSK3B	0	100	0	100	I
BCL2	100	0	0	0	I
PLK1	100	0	0	0	I
PPARG	100	0	0	0	I
PLK3	100	0	0	0	I
TAF1	100	0	0	0	I
CREBBP	100	0	0	0	I
NCOA3	100	0	0	0	I
DYRK2	100	0	0	0	I
NCOA2	100	0	0	0	I
RIPK2	100	0	0	0	I
HIF1A	100	0	0	0	I
BID	100	0	0	0	I
WEE1	100	0	0	0	I
MAP2K2	100	0	0	0	I
CASP5	100	0	0	0	I
SMYD2	100	0	0	0	I
IL6	100	0	0	0	I
GSK3A	100	0	0	0	I
CTBP1	100	0	0	0	I
FADD	100	0	0	0	I
EGR1	100	0	0	0	I
BIRC3	100	0	0	0	I
H2AFX	100	0	0	0	I
BIRC5	100	0	0	0	I
TAB1	100	0	0	0	I
TAB2	100	0	0	0	I
MAP3K5	100	0	0	0	I
EGF	100	0	0	0	I
EIF4G2	100	0	0	0	I
BCL6	100	0	0	0	I
BTRC	100	0	0	0	I
VHL	100	0	0	0	I
MYB	100	0	0	0	I
BRCA1	100	0	0	0	I
EP300	100	0	0	0	I
NLK	100	0	0	0	I
PER1	100	0	0	0	I
CSNK2A1	0	0	100	-100	I
KAT5	100	0	0	0	I
PML	100	0	0	0	I
PPP5C	100	0	0	0	I
RB1	100	0	0	0	I
HDAC3	100	0	0	0	I
TRIM28	100	0	0	0	I
AURKA	100	0	0	0	I
ZBTB4	100	0	0	0	I
KDM5B	100	0	0	0	I
BCL3	100	0	0	0	I
FOXO3	100	0	0	0	I
NRG1	100	0	0	0	I
ERBB3	100	0	0	0	I
NR1I2	100	0	0	0	I
SIAH1	100	0	0	0	I
PTEN	100	0	0	0	I
CEBPB	0	100	0	100	I
CASP9	100	0	0	0	I
STAT6	100	0	0	0	I
IL4R	100	0	0	0	I
IL4	100	0	0	0	I
PIAS4	100	0	0	0	I
BTK	100	0	0	0	I
MAP2K6	100	0	0	0	I
LEPR	100	0	0	0	I
FOS	100	0	0	0	I
CREB1	100	0	0	0	I
CRTC2	100	0	0	0	I
SETDB1	100	0	0	0	I
HDAC1	100	0	0	0	I
PRKCA	100	0	0	0	I
MAPK11	100	0	0	0	I
PPARA	100	0	0	0	I
MEF2A	100	0	0	0	I
TXN	100	0	0	0	I
APEX1	100	0	0	0	I
PRMT1	100	0	0	0	I
BLM	100	0	0	0	I
FAAP24	100	0	0	0	I
GRB2	100	0	0	0	I
FANCC	100	0	0	0	I
NEDD8	100	0	0	0	I
FBXO31	100	0	0	0	I
NCOR2	100	0	0	0	I
NCOR1	100	0	0	0	I
ESR1	100	0	0	0	I
PGR	100	0	0	0	I
NR1I3	100	0	0	0	I
WRN	100	0	0	0	I
HSPA1A	100	0	0	0	I
IRAK1	100	0	0	0	I
TLR2	100	0	0	0	I
HNRNPK	100	0	0	0	I
TDG	100	0	0	0	I
FOXM1	100	0	0	0	I
TOP1	100	0	0	0	I
GADD45A	100	0	0	0	I
ZNF420	100	0	0	0	I
BUB1	100	0	0	0	I
TTK	100	0	0	0	I
MDM4	100	0	0	0	I
AURKB	100	0	0	0	I
RACGAP1	100	0	0	0	I
RAD17	100	0	0	0	I
CDC20	100	0	0	0	I
INCENP	100	0	0	0	I
PTPN11	100	0	0	0	I
PRKCD	100	0	0	0	I
DUSP1	100	0	0	0	I
PTTG1	100	0	0	0	I
MYBL2	100	0	0	0	I
RNF168	100	0	0	0	I
HDAC4	100	0	0	0	I
CDKN2D	100	0	0	0	I
PSMC3	100	0	0	0	I
NEUROD1	100	0	0	0	I
NPM1	100	0	0	0	I
DCLRE1B	100	0	0	0	I
CYCS	100	0	0	0	I
AKT3	100	0	0	0	I
GNAI1	0	100	0	100	I
GNRHR	100	0	0	0	I
PRKCE	100	0	0	0	I
ERBB4	100	0	0	0	I
NFYA	100	0	0	0	I
SP3	100	0	0	0	I
AES	100	0	0	0	I
STAT5A	100	0	0	0	I
TGFBR2	100	0	0	0	I
TGFBR1	100	0	0	0	I
RASSF1	100	0	0	0	I
HSPD1	100	0	0	0	I
ARAF	100	0	0	0	I
FLI1	100	0	0	0	I
UBE2N	100	0	0	0	I
RAD9A	100	0	0	0	I
PAX5	100	0	0	0	I
SPI1	100	0	0	0	I
PKN2	100	0	0	0	I
JAK3	100	0	0	0	I
PIAS1	100	0	0	0	I
CSF3	100	0	0	0	I
CSF2	100	0	0	0	I
NCL	100	0	0	0	I
HGF	100	0	0	0	I
MET	100	0	0	0	I
HIST2H3C	100	0	0	0	I
RAD52	100	0	0	0	I
YY1	100	0	0	0	I
TGFB1	100	0	0	0	I
TNF	100	0	0	0	I
RPA1	100	0	0	0	I
RNF40	100	0	0	0	I
RNF20	100	0	0	0	I
CDC25A	100	0	0	0	I
XIAP	100	0	0	0	I
HUS1	100	0	0	0	I
HIST2H4B	100	0	0	0	I
FASLG	100	0	0	0	I
PIM1	100	0	0	0	I
RBBP8	100	0	0	0	I
MAP2K3	100	0	0	0	I
BARD1	100	0	0	0	I
MAP3K1	100	0	0	0	I
DAPK2	100	0	0	0	I
TYK2	100	0	0	0	I
PIAS3	100	0	0	0	I
MAPK9	100	0	0	0	I
CDKN1B	100	0	0	0	I
CCND3	100	0	0	0	I
CKS1B	100	0	0	0	I
