Node	ZeroAct	UpAct	DownAct	AvgAct	NodeType
ZEB2	0	0	100	-100	T
MTA3	0	0	100	-100	T
TBP	0	100	0	100	T
MEIS1	0	100	0	100	T
TBX21	0	100	0	100	T
SSRP1	0	100	0	100	T
SMAD5	0	100	0	100	T
NR1H3	0	100	0	100	T
BCL3	0	100	0	100	T
FOXL2	0	100	0	100	T
HIF1A	0	100	0	100	T
MAX	0	100	0	100	T
SOX6	0	100	0	100	T
MYC	0	100	0	100	T
CEBPD	0	100	0	100	T
RELA	0	100	0	100	T
SMAD1	0	100	0	100	T
NR1H2	0	100	0	100	T
KMT2A	0	100	0	100	T
TAF1	0	100	0	100	T
ZBED1	0	100	0	100	T
E2F4	0	100	0	100	T
SREBF2	0	100	0	100	T
SREBF1	0	100	0	100	T
MAPK14	0	0	100	-100	I
MAPK1	0	100	0	100	I
CDK1	0	0	100	-100	I
PAK1	0	100	0	100	I
MAPKAPK5	0	0	100	-100	I
CASP7	0	100	0	100	I
HMGB1	0	100	0	100	I
SIRT1	0	0	100	-100	I
CSNK2A1	0	0	100	-100	I
RB1	0	0	100	-100	I
CEBPB	0	100	0	100	I
MEN1	0	100	0	100	I
UBE2I	0	0	100	-100	I
ESR1	0	0	100	-100	S
IL12A	0	100	0	100	I
SMAD7	0	0	100	-100	I
RXRB	0	100	0	100	I
GNAQ	0	0	100	-100	I
HOXD9	0	100	0	100	I
DFFB	0	100	0	100	I
